ext_id,name,kcal,protein,carb,fat,fiber
780060205,CARCACA DE GALINHA OU FRANGO - FRITO(A),195.66,30.91,0,7.07,0
780060207,CARCACA DE GALINHA OU FRANGO - REFOGADO(A),195.66,30.91,0,7.07,0
780060213,CARCACA DE GALINHA OU FRANGO - ENSOPADO,195.66,30.91,0,7.07,0
780070101,ASA DE GALINHA OU FRANGO - CRU(A),290.0,26.86,0,19.46,0
780070102,ASA DE GALINHA OU FRANGO - COZIDO(A),290.0,26.86,0,19.46,0
780070103,ASA DE GALINHA OU FRANGO - GRELHADO(A)/BRASA/CHURRASCO,290.0,26.86,0,19.46,0
780070104,ASA DE GALINHA OU FRANGO - ASSADO(A),290.0,26.86,0,19.46,0
780070105,ASA DE GALINHA OU FRANGO - FRITO(A),312.66,26.86,0,22.02,0
780070106,ASA DE GALINHA OU FRANGO - EMPANADO(A)/A MILANESA,328.84,27.32,3.39,22.07,0.14
780070107,ASA DE GALINHA OU FRANGO - REFOGADO(A),312.66,26.86,0,22.02,0
780070108,ASA DE GALINHA OU FRANGO - MOLHO VERMELHO,236.8,21.75,1.08,15.6,0.3
780070113,ASA DE GALINHA OU FRANGO - ENSOPADO,312.66,26.86,0,22.02,0
780070202,DRUMETE DE GALINHA OU FRANGO - COZIDO(A),213.0,27.73,0,10.5,0
780070203,DRUMETE DE GALINHA OU FRANGO - GRELHADO(A)/BRASA/CHURRASCO,213.0,27.73,0,10.5,0
780070204,DRUMETE DE GALINHA OU FRANGO - ASSADO(A),213.0,27.73,0,10.5,0
780070205,DRUMETE DE GALINHA OU FRANGO - FRITO(A),235.66,27.73,0,13.06,0
780070207,DRUMETE DE GALINHA OU FRANGO - REFOGADO(A),235.66,27.73,0,13.06,0
780070208,DRUMETE DE GALINHA OU FRANGO - MOLHO VERMELHO,175.2,22.45,1.08,8.44,0.3
780080102,PESCOCO DE GALINHA OU FRANGO - COZIDO(A),300.0,25.95,0,20.97,0
780080104,PESCOCO DE GALINHA OU FRANGO - ASSADO(A),300.0,25.95,0,20.97,0
780080105,PESCOCO DE GALINHA OU FRANGO - FRITO(A),322.66,25.95,0,23.53,0
780080107,PESCOCO DE GALINHA OU FRANGO - REFOGADO(A),322.66,25.95,0,23.53,0
780080109,PESCOCO DE GALINHA OU FRANGO - MOLHO BRANCO,272.59,21.54,1.85,19.27,0.04
780090102,PE DE GALINHA OU FRANGO - COZIDO(A),215.0,19.4,0.2,14.6,0
780090103,PE DE GALINHA OU FRANGO - GRELHADO(A)/BRASA/CHURRASCO,215.0,19.4,0.2,14.6,0
780090104,PE DE GALINHA OU FRANGO - ASSADO(A),215.0,19.4,0.2,14.6,0
780090105,PE DE GALINHA OU FRANGO - FRITO(A),237.66,19.4,0.2,17.16,0
780090107,PE DE GALINHA OU FRANGO - REFOGADO(A),237.66,19.4,0.2,17.16,0
780090108,PE DE GALINHA OU FRANGO - MOLHO VERMELHO,176.8,15.78,1.24,11.72,0.3
780090113,PE DE GALINHA OU FRANGO - ENSOPADO,237.66,19.4,0.2,17.16,0
780100102,MIUDO DE GALINHA OU FRANGO - COZIDO(A),167.0,24.46,0.87,6.51,0
780100104,MIUDO DE GALINHA OU FRANGO - ASSADO(A),167.0,24.46,0.87,6.51,0
780100105,MIUDO DE GALINHA OU FRANGO - FRITO(A),189.66,24.46,0.87,9.07,0
780100108,MIUDO DE GALINHA OU FRANGO - MOLHO VERMELHO,138.4,19.83,1.77,5.24,0.3
780100115,MIUDO DE GALINHA OU FRANGO - SOPA,31.47,1.61,3.64,1.06,0.13
780110102,MOELA DE GALINHA OU FRANGO - COZIDO(A),146.0,30.39,0,2.68,0
780110103,MOELA DE GALINHA OU FRANGO - GRELHADO(A)/BRASA/CHURRASCO,146.0,30.39,0,2.68,0
780110105,MOELA DE GALINHA OU FRANGO - FRITO(A),168.66,30.39,0,5.24,0
780110107,MOELA DE GALINHA OU FRANGO - REFOGADO(A),168.66,30.39,0,5.24,0
780110108,MOELA DE GALINHA OU FRANGO - MOLHO VERMELHO,121.6,24.58,1.08,2.18,0.3
780110109,MOELA DE GALINHA OU FRANGO - MOLHO BRANCO,149.39,25.09,1.85,4.63,0.04
780110113,MOELA DE GALINHA OU FRANGO - ENSOPADO,168.66,30.39,0,5.24,0
780110115,MOELA DE GALINHA OU FRANGO - SOPA,31.47,1.61,3.64,1.06,0.13
780120202,CORACAO DE FRANGO - COZIDO(A),185.0,26.41,0.1,7.92,0
780120203,CORACAO DE FRANGO - GRELHADO(A)/BRASA/CHURRASCO,185.0,26.41,0.1,7.92,0
780120204,CORACAO DE FRANGO - ASSADO(A),185.0,26.41,0.1,7.92,0
780120205,CORACAO DE FRANGO - FRITO(A),207.66,26.41,0.1,10.48,0
780120213,CORACAO DE FRANGO - ENSOPADO,185.0,26.41,0.1,7.92,0
780130102,FIGADO DE GALINHA OU FRANGO - COZIDO(A),167.0,24.46,0.87,6.51,0
780130104,FIGADO DE GALINHA OU FRANGO - ASSADO(A),167.0,24.46,0.87,6.51,0
780130105,FIGADO DE GALINHA OU FRANGO - FRITO(A),189.66,24.46,0.87,9.07,0
780140799,CANJA,31.47,1.61,3.64,1.06,0.13
780170202,PERU EM PEDACO NAO ESPECIFICADO - COZIDO(A),207.0,26.93,0,10.23,0
780170204,PERU EM PEDACO NAO ESPECIFICADO - ASSADO(A),207.0,26.93,0,10.23,0
780170205,PERU EM PEDACO NAO ESPECIFICADO - FRITO(A),229.66,26.93,0,12.8,0
780170213,PERU EM PEDACO NAO ESPECIFICADO - ENSOPADO,229.66,26.93,0,12.8,0
780180101,PEITO DE PERU - CRU(A),140.0,30.19,0,1.18,0
780180102,PEITO DE PERU - COZIDO(A),140.0,30.19,0,1.18,0
780180103,PEITO DE PERU - GRELHADO(A)/BRASA/CHURRASCO,140.0,30.19,0,1.18,0
780180104,PEITO DE PERU - ASSADO(A),140.0,30.19,0,1.18,0
780180105,PEITO DE PERU - FRITO(A),162.66,30.19,0,3.74,0
780180106,PEITO DE PERU - EMPANADO(A)/A MILANESA,162.66,30.19,0,3.74,0
780180199,PEITO DE PERU,140.0,30.19,0,1.18,0
780210102,ASA DE PERU - COZIDO(A),229.0,27.38,0,12.43,0
780210104,ASA DE PERU - ASSADO(A),229.0,27.38,0,12.43,0
780270102,CHESTER - COZIDO(A),207.0,26.93,0,10.23,0
780270104,CHESTER - ASSADO(A),207.0,26.93,0,10.23,0
780270199,CHESTER,207.0,26.93,0,10.23,0
780270204,TENDER - ASSADO(A),178.0,22.62,0,9.02,0
780280102,NAMBU - COZIDO(A),219.0,23.9,0,13.0,0
780290103,NUGGETS DE FRANGO - GRELHADO(A)/BRASA/CHURRASCO,273.02,16.24,15.91,15.63,0.64
780290104,NUGGETS DE FRANGO - ASSADO(A),273.02,16.24,15.91,15.63,0.64
780290105,NUGGETS DE FRANGO - FRITO(A),273.02,16.24,15.91,15.63,0.64
780290106,NUGGETS DE FRANGO - EMPANADO(A)/A MILANESA,273.02,16.24,15.91,15.63,0.64
780290107,NUGGETS DE FRANGO - REFOGADO(A),273.02,16.24,15.91,15.63,0.64
780290202,STEAK DE FRANGO - COZIDO(A),211.84,31.37,3.39,7.12,0.14
780290203,STEAK DE FRANGO - GRELHADO(A)/BRASA/CHURRASCO,211.84,31.37,3.39,7.12,0.14
780290204,STEAK DE FRANGO - ASSADO(A),211.84,31.37,3.39,7.12,0.14
780290205,STEAK DE FRANGO - FRITO(A),211.84,31.37,3.39,7.12,0.14
780290206,STEAK DE FRANGO - EMPANADO(A)/A MILANESA,211.84,31.37,3.39,7.12,0.14
780290299,STEAK DE FRANGO,211.84,31.37,3.39,7.12,0.14
780300105,CODORNA - FRITO(A),269.66,32.4,0,14.66,0
780320102,PE E ASA DE GALINHA OU FRANGO - COZIDO(A),290.0,26.86,0,19.46,0
780320104,PE E ASA DE GALINHA OU FRANGO - ASSADO(A),290.0,26.86,0,19.46,0
780320105,PE E ASA DE GALINHA OU FRANGO - FRITO(A),312.66,26.86,0,22.02,0
780330101,OVO DE GALINHA - CRU(A),155.0,12.58,1.12,10.61,0
780330102,OVO DE GALINHA - COZIDO(A),155.0,12.58,1.12,10.61,0
780330104,OVO DE GALINHA - ASSADO(A),155.0,12.58,1.12,10.61,0
780330105,OVO DE GALINHA - FRITO(A),222.59,13.67,1.22,17.65,0
780330107,OVO DE GALINHA - REFOGADO(A),155.0,12.58,1.12,10.61,0
780330108,OVO DE GALINHA - MOLHO VERMELHO,155.0,12.58,1.12,10.61,0
780330110,OVO DE GALINHA - AO ALHO E OLEO,222.59,13.67,1.22,17.65,0
780330111,OVO DE GALINHA - COM MANTEIGA/OLEO,214.18,13.73,1.22,16.7,0
780330112,OVO DE GALINHA - AO VINAGRETE,155.0,12.58,1.12,10.61,0
780330113,OVO DE GALINHA - ENSOPADO,155.0,12.58,1.12,10.61,0
780330114,OVO DE GALINHA - MINGAU,155.0,12.58,1.12,10.61,0
780330199,OVO DE GALINHA,155.0,12.58,1.12,10.61,0
780350101,OVO DE CODORNA - CRU(A),155.0,12.58,1.12,10.61,0
780350102,OVO DE CODORNA - COZIDO(A),155.0,12.58,1.12,10.61,0
780350105,OVO DE CODORNA - FRITO(A),222.59,13.67,1.22,17.65,0
780350112,OVO DE CODORNA - AO VINAGRETE,155.0,12.58,1.12,10.61,0
780350199,OVO DE CODORNA,155.0,12.58,1.12,10.61,0
780370202,"GALINHA DE ANGOLA ABATIDA, CONGELADA OU VIVA - COZIDO(A)",247.0,32.4,0,12.1,0
780370204,"GALINHA DE ANGOLA ABATIDA, CONGELADA OU VIVA - ASSADO(A)",247.0,32.4,0,12.1,0
780370302,CAPOTE - COZIDO(A),247.0,32.4,0,12.1,0
780370304,CAPOTE - ASSADO(A),247.0,32.4,0,12.1,0
780370305,CAPOTE - FRITO(A),269.66,32.4,0,14.66,0
780370702,MUTUM - COZIDO(A),239.0,27.3,0,13.6,0
780390702,PATO EM PEDAÇOS - COZIDO(A),201.0,26.14,0,9.97,0
780390713,PATO EM PEDAÇOS - ENSOPADO,201.0,26.14,0,9.97,0
780390805,PEITO DE PATO - FRITO(A),223.66,26.14,0,12.53,0
780391302,CARNE DE PATO - COZIDO(A),201.0,26.14,0,9.97,0
780391304,CARNE DE PATO - ASSADO(A),201.0,26.14,0,9.97,0
780391305,CARNE DE PATO - FRITO(A),223.66,26.14,0,12.53,0
780540101,PEITO DE PERU LIGHT - CRU(A),140.0,30.19,0,1.18,0
780540102,PEITO DE PERU LIGHT - COZIDO(A),140.0,30.19,0,1.18,0
780540199,PEITO DE PERU LIGHT,140.0,30.19,0,1.18,0
780550102,FRANGO INTEIRO ORGANICO - COZIDO(A),239.0,27.3,0,13.6,0
780550104,FRANGO INTEIRO ORGANICO - ASSADO(A),239.0,27.3,0,13.6,0
780570202,FILE DE FRANGO ORGANICO - COZIDO(A),173.0,30.91,0,4.51,0
780570203,FILE DE FRANGO ORGANICO - GRELHADO(A)/BRASA/CHURRASCO,173.0,30.91,0,4.51,0
780570205,FILE DE FRANGO ORGANICO - FRITO(A),195.66,30.91,0,7.07,0
780570206,FILE DE FRANGO ORGANICO - EMPANADO(A)/A MILANESA,211.84,31.37,3.39,7.12,0.14
790010199,LEITE DE VACA INTEGRAL,60.02,3.22,4.52,3.25,0
790020199,LEITE DE VACA FRESCO,60.02,3.22,4.52,3.25,0
790030199,LEITE DE CABRA,69.03,3.56,4.45,4.14,0
790060199,LEITE EM PO INTEGRAL,480.0,25.76,36.16,26.0,0
790071099,LEITE EM PO DESNATADO,358.0,35.1,52.19,0.72,0
790080199,LEITE EM PO,480.0,25.76,36.16,26.0,0
790090199,LEITE CONDENSADO,319.69,7.88,54.18,8.66,0
790090399,LEITE BEIJINHO,319.69,7.88,54.18,8.66,0
790100199,CREME DE LEITE,292.0,2.17,2.96,30.91,0
790110199,CHANTILLY,276.39,2.93,12.36,24.57,0
790120199,IOGURTE DE QUALQUER SABOR,98.69,3.46,14.62,3.47,2.13
790120399,IOGURTE DESNATADO,56.0,5.73,7.68,0.18,0
790120499,IOGURTE NATURAL,61.0,3.47,4.66,3.25,0
790130199,YAKULT DE QUALQUER SABOR,69.3,3.03,14.46,0.07,0
790130399,BEBIDA LACTEA,91.13,2.78,18.03,1.15,0.14
790130499,LEITE FERMENTADO,50.23,3.31,4.7,1.98,0
790140199,COALHADA,61.0,3.47,4.66,3.25,0
790150199,MANTEIGA COM OU SEM SAL,717.0,0.85,0.06,81.11,0
790150599,MANTEIGA DE GARRAFA,717.0,0.85,0.06,81.11,0
790160299,MARGARINA COM OU SEM SAL,719.0,0.9,0.9,80.5,0
790170199,QUEIJO PRATO,302.0,25.96,3.83,20.03,0
790170399,QUEIJO COLONIAL,302.0,25.96,3.83,20.03,0
790170599,QUEIJO DE COLONIA,302.0,25.96,3.83,20.03,0
790180199,QUEIJO MUZARELLA,318.0,21.6,2.47,24.64,0
790180399,MUSSARELA,318.0,21.6,2.47,24.64,0
790180799,MUSSARELA DE BUFALA,318.0,21.6,2.47,24.64,0
790180999,QUEIJO DE BUFALO,318.0,21.6,2.47,24.64,0
790190199,QUEIJO DE REINO,356.0,24.94,2.22,27.44,0
790200199,QUEIJO DE MINAS,240.0,17.6,10.6,14.1,0
790200399,QUEIJO DE MANTEIGA,318.0,21.6,2.47,24.64,0
790200499,QUECHIMIA,240.0,17.6,10.6,14.1,0
790200599,QUEIJO DE COALHO,373.0,24.48,0.68,30.28,0
790200899,QUEIJO CANASTRA,240.0,17.6,10.6,14.1,0
790220199,QUEIJO RICOTA,174.0,11.26,3.04,12.98,0
790230199,LEITE DE SOJA COM SABOR,64.05,3.68,9.06,1.65,1.1
790230399,ADES ORIGINAL,54.0,3.27,6.28,1.75,0.6
790240399,QUEIJO RALADO,431.0,38.46,4.06,28.61,0
790250199,QUEIJO PROVOLONE,351.0,25.58,2.14,26.62,0
790280199,QUEIJO POLENGUINHO,349.0,7.55,2.66,34.87,0
790290199,REQUEIJAO,231.0,10.6,7.0,17.6,0
790290299,QUEIJO CREMOSO,231.0,10.6,7.0,17.6,0
790300199,QUEIJO NAO ESPECIFICADO,375.0,22.15,1.6,31.25,0
790310199,LEITE COM SABOR,83.32,3.18,10.38,3.4,0.8
790310299,LEITE ACHOCOLATADO,83.32,3.18,10.38,3.4,0.8
790310999,LEITE AROMATIZADO,83.32,3.18,10.38,3.4,0.8
790311099,BEBIDA ACHOCOLATADA,83.32,3.18,10.38,3.4,0.8
790320199,NATA,195.0,2.7,3.66,19.31,0
790330199,QUEIJO GORGONZOLA,353.0,21.4,2.34,28.74,0
790340299,TOFU,61.0,6.55,1.8,3.69,0.2
790350199,LEITE DE SOJA EM PO,408.33,32.85,42.13,13.22,9.18
790360199,LEITE DE VACA DESNATADO,34.15,3.38,4.98,0.08,0
790370299,LEITE DE VACA SEMIDESNATADO,42.0,3.37,4.99,0.97,0
790380199,LEITE NAO ESPECIFICADO PASTEURIZADO,60.02,3.22,4.52,3.25,0
790390199,IOGURTE DE QUALQUER SABOR LIGHT,102.0,4.37,19.05,1.08,0.29
790400199,IOGURTE DE QUALQUER SABOR DIET,51.35,3.11,3.88,2.65,0.08
790420199,MARGARINA LIGHT,253.69,0.08,0.27,28.52,0
790430199,LEITE DE VACA INTEGRAL ORGANICO,60.02,3.22,4.52,3.25,0
790440199,LEITE DE VACA FRESCO ORGANICO,60.02,3.22,4.52,3.25,0
790460199,LEITE SEMIDESNATADO DE VACA ORGANICO,42.0,3.37,4.99,0.97,0
790470199,CREME DE LEITE ORGANICO,292.0,2.17,2.96,30.91,0
790480199,IOGURTE DE QUALQUER SABOR ORGANICO,98.69,3.46,14.62,3.47,2.13
790480399,IOGURTE DE QUALQUER SABOR DESNATADO ORGANICO,95.0,4.4,19.0,0.2,0
790480499,IOGURTE NATURAL DE QUALQUER SABOR ORGANICO,61.0,3.47,4.66,3.25,0
790510399,MUSSARELA LIGHT,302.0,25.96,3.83,20.03,0
790510499,QUEIJO MUSSARELA LIGHT,302.0,25.96,3.83,20.03,0
790520199,LEITE DE SOJA COM SABOR LIGHT,53.2,2.56,8.62,1.03,0.69
790520399,ADES LIGHT,39.37,1.99,6.18,0.82,0.55
790560199,CREME DE LEITE LIGHT,59.0,2.6,9.0,1.4,0
790590199,QUEIJO PRATO LIGHT,297.3,24.49,1.22,21.36,0
790600199,QUEIJO DE MINAS LIGHT,90.0,13.74,3.63,1.93,0
790600599,QUEIJO DE COALHO LIGHT,297.3,24.49,1.22,21.36,0
790620199,QUEIJO RICOTA LIGHT,92.69,14.56,7.08,0.28,0
790630399,QUEIJO RALADO LIGHT,265.0,20.0,1.37,20.0,0
790640199,QUEIJO POLENGUINHO LIGHT,231.0,10.6,7.0,17.6,0
790650199,REQUEIJAO LIGHT,231.0,10.6,7.0,17.6,0
790660199,QUEIJO NAO ESPECIFICADO LIGHT,90.0,13.74,3.63,1.93,0
790670299,LEITE ACHOCOLATADO LIGHT,63.0,3.24,10.44,1.0,0.5
790671099,BEBIDA ACHOCOLATADA LIGHT,63.0,3.24,10.44,1.0,0.5
790680199,LEITE COM SABOR DIET,73.29,3.48,7.09,3.51,0.39
790680299,LEITE ACHOCOLATADO DIET,73.29,3.48,7.09,3.51,0.39
790681099,BEBIDA ACHOCOLATADA DIET,73.29,3.48,7.09,3.51,0.39
790690199,LEITE DE SOJA EM PO LIGHT,379.58,32.94,59.92,2.8,2.4
790700199,LEITE EM PO COM SABOR,405.0,3.3,90.9,3.1,4.8
790710199,MANTEIGA COM OU SEM SAL LIGHT,347.31,0.41,0.03,39.29,0
790730199,QUEIJO DE MINAS FRESCAL ORGANICO,240.0,17.6,10.6,14.1,0
790730599,QUEIJO DE COALHO FRESCAL ORGANICO,373.0,24.48,0.68,30.28,0
800010399,PAO DE HAMBURGUER,279.0,9.5,49.45,4.33,2.1
800010599,PAO DE SAL,300.0,8.0,58.6,3.1,2.3
800020199,PAO DOCE,355.23,5.14,55.83,13.08,2.02
800020399,CHINEQUE,355.23,5.14,55.83,13.08,2.02
800021899,CHINEQUE COM FAROFA,355.23,5.14,55.83,13.08,2.02
800022999,PAO DE MEL,508.36,4.46,85.04,18.34,1.85
800023499,PANETONE,355.95,7.45,58.03,10.43,2.14
800023799,BISNAGUINHA,310.0,10.86,52.04,6.47,2.0
800024099,CROISSANT,455.16,8.04,46.84,26.26,1.75
800050199,PAO DE FORMA INDUSTRIALIZADO DE QUALQUER MARCA,266.0,7.64,50.61,3.29,2.4
800080199,PAO DE QUEIJO,363.0,5.1,34.2,24.6,0.6
800110199,PAO DE MILHO,316.62,7.2,47.96,10.43,4.38
800140199,PAO INTEGRAL,247.0,12.95,41.29,3.35,6.71
800150199,PAO NAO ESPECIFICADO,300.0,8.0,58.6,3.1,2.3
800190199,TORRADA DE QUALQUER PAO,377.0,10.5,74.6,3.3,3.4
800200199,ROSCA DOCE,422.97,4.54,55.53,20.61,1.07
800200299,ROSQUINHA DOCE,443.0,8.1,75.2,12.0,2.1
800210199,ROSCA SALGADA,245.75,12.83,25.8,9.85,1.18
800210699,ROSQUINHA SALGADA,432.0,10.1,68.7,14.4,2.5
800220199,BISCOITO SALGADO,432.0,10.1,68.7,14.4,2.5
800220599,PRESUNTINHO BISCOITO,508.99,8.88,60.74,25.4,2.54
800221299,BISCOITO DE POLVILHO,436.72,4.46,38.37,29.08,0
800222599,BOLACHA SALGADA,432.0,10.1,68.7,14.4,2.5
800222799,CHIPS (SALGADINHOS),558.86,5.08,55.41,35.25,2.76
800223099,BACONZITOS,508.99,8.88,60.74,25.4,2.54
800223699,BISCOITO SALGADO INTEGRAL,412.43,11.49,60.85,16.07,10.23
800230199,BISCOITO DOCE,443.0,8.1,75.2,12.0,2.1
800230299,CAVACO CHINES,443.0,8.1,75.2,12.0,2.1
800230599,SEQUILHO,443.0,8.1,75.2,12.0,2.1
800230699,TARECO,443.0,8.1,75.2,12.0,2.1
800230999,SOLDA,432.0,10.1,68.7,14.4,2.5
800231599,BREVIDADE,371.22,3.18,57.71,14.61,1.06
800233499,BOLACHA DOCE,443.0,8.1,75.2,12.0,2.1
800233599,MARIA MALUCA (BOLACHA DOCE),443.0,8.1,75.2,12.0,2.1
800240599,QUEBRA QUEBRA,443.0,8.1,75.2,12.0,2.1
800250299,ROCAMBOLE,339.25,6.32,18.55,26.93,0.54
800250399,CUCA DE QUALQUER TIPO,355.23,5.14,55.83,13.08,2.02
800260199,BOLO DE MILHO,311.0,4.8,45.1,12.4,0.7
800260499,AMIDOMIL (BOLINHO),311.0,4.8,45.1,12.4,0.7
800260599,ANGUSOR DE MILHO,311.0,4.8,45.1,12.4,0.7
800260999,GRUSTOLI (BOLINHO DOCE),421.37,5.55,55.7,19.8,1.21
800270199,BOLO DE AIPIM,324.0,4.4,47.9,12.7,0.7
800270299,BOLO DE TAPIOCA,324.0,4.4,47.9,12.7,0.7
800270399,BOLO DE MACAXEIRA,324.0,4.4,47.9,12.7,0.7
800270499,BOLO DE GOMA,324.0,4.4,47.9,12.7,0.7
800280199,BOLO DE BATATA DOCE,324.0,4.4,47.9,12.7,0.7
800290199,BOLO DE ARROZ,324.0,4.4,47.9,12.7,0.7
800310199,BOLO DE CARA,324.0,4.4,47.9,12.7,0.7
800350199,TORTAS DOCES DE QUALQUER SABOR,119.67,2.28,15.56,5.38,0.48
800360199,TORTAS SALGADAS DE QUALQUER SABOR,249.55,3.87,38.4,9.86,1.49
800370199,SONHO,378.79,6.02,48.08,18.25,1.31
800370299,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS),421.37,5.55,55.7,19.8,1.21
800380199,BOLO DE CHOCOLATE,312.8,8.71,58.3,6.0,1.76
800390299,BRIOCHE,366.84,9.04,49.58,14.21,1.8
800400199,BOLO DE LARANJA,360.83,4.8,58.31,13.15,2.36
800410199,BOLO DE COCO,317.24,6.33,54.19,8.7,1.2
800420199,BOLO DE CENOURA,344.86,4.17,44.27,17.26,1.61
800460199,BOLO DE TRIGO,286.6,6.91,55.27,4.24,0.65
800470199,BROA,392.0,9.8,47.1,18.3,1.7
800480199,BISCOITO RECHEADO,472.0,6.4,70.5,19.6,3.0
800480799,WAFFER (BISCOITO),430.32,6.25,74.79,12.49,2.25
800480999,ALFAJORES (BISCOITO),505.21,6.47,70.85,22.55,2.43
800481099,BOLACHA RECHEADA,472.0,6.4,70.5,19.6,3.0
800481399,ROSCA RECHEADA,620.2,5.57,98.06,26.28,3.22
800481499,ROSQUINHA RECHEADA DE QUALQUER SABOR,472.0,6.4,70.5,19.6,3.0
800520199,BISCOITO NÃO ESPECIFICADO,432.0,10.1,68.7,14.4,2.5
800610199,CREPE,203.18,13.96,8.27,12.46,0.66
800650199,PAO DIET (DE FORMA INDUSTRIALIZADO),198.0,9.1,43.6,2.3,12.0
800660199,PAO LIGHT (DE FORMA INDUSTRIALIZADO),198.0,9.1,43.6,2.3,12.0
800670199,PAO DE QUEIJO LIGHT,363.0,5.1,34.2,24.6,0.6
800680199,PAO INTEGRAL LIGHT,198.0,9.1,43.6,2.3,12.0
800700199,TORTAS DOCES DE QUALQUER SABOR LIGHT,121.84,2.29,16.06,5.39,0.5
800710199,TORTAS DOCES DE QUALQUER SABOR DIET,99.17,2.25,10.66,5.3,0.37
800730299,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT,426.53,6.44,48.69,22.95,1.4
800740299,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) DIET,426.53,6.44,48.69,22.95,1.4
800750199,BOLO DE CHOCOLATE LIGHT,299.49,4.59,52.45,9.36,2.0
800760199,BOLO DE CHOCOLATE DIET,299.49,4.59,52.45,9.36,2.0
800770199,BOLO DE LARANJA LIGHT,328.38,4.76,58.31,9.48,2.36
800800199,BOLO DE COCO DIET,299.49,4.59,52.45,9.36,2.0
800820199,BOLO DE CENOURA DIET,272.74,4.08,44.26,9.1,1.61
800830199,BISCOITO RECHEADO LIGHT,432.96,5.88,77.8,13.24,4.24
800830599,BISCOITO WAFFER LIGHT,398.63,4.51,80.66,6.92,1.31
800830799,WAFFER (BISCOITO) LIGHT,398.63,4.51,80.66,6.92,1.31
800830999,ALFAJORES (BISCOITO) LIGHT,432.96,5.88,77.8,13.24,4.24
800831099,BOLACHA RECHEADA LIGHT,432.96,5.88,77.8,13.24,4.24
800840199,BISCOITO RECHEADO DIET,405.27,8.17,66.82,20.83,3.67
800840899,ROSQUINHA RECHEADA DE QUALQUER SABOR DIET,405.27,8.17,66.82,20.83,3.67
800841099,BOLACHA RECHEADA DIET,405.27,8.17,66.82,20.83,3.67
801000199,PAO DOCE DIET,312.25,4.83,57.97,6.92,1.64
801002999,PAO DE MEL DIET,446.23,4.38,85.03,11.31,1.85
801003499,PANETONE DIET,355.95,7.45,58.03,10.43,2.14
801010199,BISCOITO SALGADO LIGHT,452.56,9.67,72.45,13.79,3.45
801012599,BOLACHA SALGADA LIGHT,452.56,9.67,72.45,13.79,3.45
801012799,CHIPS (SALGADINHOS) LIGHT,407.05,6.53,81.13,7.05,5.64
801040199,BISCOITO DOCE LIGHT,395.25,6.45,83.88,4.84,3.7
801043499,BOLACHA DOCE LIGHT,395.25,6.45,83.88,4.84,3.7
801050199,BISCOITO DOCE DIET,453.92,6.22,65.74,21.89,2.95
801053499,BOLACHA DOCE DIET,453.92,6.22,65.74,21.89,2.95
801060199,BOLO DE BANANA,300.05,3.93,52.14,9.07,1.66
810010102,CARNE SECA - COZIDO(A),313.0,26.9,0,21.9,0
810010103,CARNE SECA - GRELHADO(A)/BRASA/CHURRASCO,313.0,26.9,0,21.9,0
810010104,CARNE SECA - ASSADO(A),313.0,26.9,0,21.9,0
810010105,CARNE SECA - FRITO(A),347.0,25.29,0,26.56,0
810010107,CARNE SECA - REFOGADO(A),347.0,25.29,0,26.56,0
810010108,CARNE SECA - MOLHO VERMELHO,255.2,21.78,1.08,17.56,0.3
810010113,CARNE SECA - ENSOPADO,347.0,25.29,0,26.56,0
810010201,CARNE DE CHARQUE - CRU(A),313.0,26.9,0,21.9,0
810010202,CARNE DE CHARQUE - COZIDO(A),313.0,26.9,0,21.9,0
810010203,CARNE DE CHARQUE - GRELHADO(A)/BRASA/CHURRASCO,313.0,26.9,0,21.9,0
810010204,CARNE DE CHARQUE - ASSADO(A),313.0,26.9,0,21.9,0
810010205,CARNE DE CHARQUE - FRITO(A),347.0,25.29,0,26.56,0
810010207,CARNE DE CHARQUE - REFOGADO(A),347.0,25.29,0,26.56,0
810010208,CARNE DE CHARQUE - MOLHO VERMELHO,255.2,21.78,1.08,17.56,0.3
810010213,CARNE DE CHARQUE - ENSOPADO,347.0,25.29,0,26.56,0
810010302,JABA - COZIDO(A),313.0,26.9,0,21.9,0
810010305,JABA - FRITO(A),347.0,25.29,0,26.56,0
810010307,JABA - REFOGADO(A),347.0,25.29,0,26.56,0
810010399,JABA,313.0,26.9,0,21.9,0
810020101,CARNE DE SOL - CRU(A),313.0,26.9,0,21.9,0
810020102,CARNE DE SOL - COZIDO(A),313.0,26.9,0,21.9,0
810020103,CARNE DE SOL - GRELHADO(A)/BRASA/CHURRASCO,313.0,26.9,0,21.9,0
810020104,CARNE DE SOL - ASSADO(A),313.0,26.9,0,21.9,0
810020105,CARNE DE SOL - FRITO(A),347.0,25.29,0,26.56,0
810020113,CARNE DE SOL - ENSOPADO,347.0,25.29,0,26.56,0
810020202,CARNE DO SERTAO - COZIDO(A),313.0,26.9,0,21.9,0
810020204,CARNE DO SERTAO - ASSADO(A),313.0,26.9,0,21.9,0
810020205,CARNE DO SERTAO - FRITO(A),347.0,25.29,0,26.56,0
810050201,HAMBURGUER DE CARNE BOVINA - CRU(A),214.0,26.62,0,11.1,0
810050202,HAMBURGUER DE CARNE BOVINA - COZIDO(A),214.0,26.62,0,11.1,0
